sku_id,product_name,product_id,warehouse_id,quantity_on_hand,reorder_point,last_count_date,supplier_code
SKU-13-WH-02,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,13,WH-02,438,32,2026-03-20,SUP-D4
SKU-17-WH-03,Rain Jacket Women Windbreaker Striped Climbing Raincoats,17,WH-03,423,141,2026-03-11,SUP-D4
SKU-7-WH-03,White Gold Plated Princess,7,WH-03,913,26,2026-03-08,SUP-A1
SKU-18-WH-04,MBJ Women's Solid Short Sleeve Boat Neck V ,18,WH-04,565,69,2026-03-07,SUP-C3
SKU-15-WH-04,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,15,WH-04,752,104,2026-03-22,SUP-A1
SKU-18-WH-01,MBJ Women's Solid Short Sleeve Boat Neck V ,18,WH-01,885,128,2026-03-15,SUP-C3
SKU-8-WH-03,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-03,717,145,2026-03-21,SUP-C3
SKU-7-WH-04,White Gold Plated Princess,7,WH-04,455,89,2026-03-12,SUP-C3
SKU-8-WH-02,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-02,136,44,2026-03-17,SUP-C3
SKU-5-WH-01,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,5,WH-01,928,92,2026-03-07,SUP-F6
SKU-6-WH-03,Solid Gold Petite Micropave ,6,WH-03,115,147,2026-03-07,SUP-A1
SKU-8-WH-02,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-02,696,97,2026-03-16,SUP-C3
SKU-2-WH-02,Mens Casual Premium Slim Fit T-Shirts ,2,WH-02,687,19,2026-03-15,SUP-E5
SKU-12-WH-02,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,12,WH-02,215,47,2026-03-12,SUP-F6
SKU-20-WH-01,DANVOUY Womens T Shirt Casual Cotton Short,20,WH-01,644,60,2026-03-27,SUP-E5
SKU-2-WH-01,Mens Casual Premium Slim Fit T-Shirts ,2,WH-01,183,94,2026-02-27,SUP-A1
SKU-8-WH-05,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-05,243,92,2026-03-18,SUP-A1
SKU-19-WH-05,Opna Women's Short Sleeve Moisture,19,WH-05,556,35,2026-03-21,SUP-D4
SKU-6-WH-03,Solid Gold Petite Micropave ,6,WH-03,586,51,2026-03-29,SUP-E5
SKU-7-WH-05,White Gold Plated Princess,7,WH-05,194,110,2026-03-07,SUP-A1
SKU-8-WH-03,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-03,369,144,2026-03-19,SUP-D4
SKU-6-WH-02,Solid Gold Petite Micropave ,6,WH-02,174,116,2026-03-01,SUP-C3
SKU-10-WH-05,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,10,WH-05,130,18,2026-03-09,SUP-F6
SKU-13-WH-04,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,13,WH-04,35,16,2026-03-13,SUP-C3
SKU-12-WH-04,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,12,WH-04,996,143,2026-03-22,SUP-B2
SKU-1-WH-02,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",1,WH-02,239,29,2026-03-20,SUP-E5
SKU-16-WH-02,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,16,WH-02,173,130,2026-03-27,SUP-F6
SKU-9-WH-03,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,9,WH-03,465,62,2026-03-14,SUP-A1
SKU-14-WH-01,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,14,WH-01,137,113,2026-02-28,SUP-E5
SKU-2-WH-05,Mens Casual Premium Slim Fit T-Shirts ,2,WH-05,406,142,2026-03-13,SUP-F6
SKU-2-WH-05,Mens Casual Premium Slim Fit T-Shirts ,2,WH-05,71,48,2026-02-28,SUP-F6
SKU-10-WH-02,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,10,WH-02,808,35,2026-03-25,SUP-F6
SKU-16-WH-01,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,16,WH-01,425,13,2026-03-10,SUP-E5
SKU-17-WH-01,Rain Jacket Women Windbreaker Striped Climbing Raincoats,17,WH-01,580,39,2026-03-08,SUP-F6
SKU-16-WH-02,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,16,WH-02,586,92,2026-03-10,SUP-E5
SKU-4-WH-02,Mens Casual Slim Fit,4,WH-02,-904,147,2026-03-24,SUP-F6
SKU-5-WH-02,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,5,WH-02,284,11,2026-03-01,SUP-C3
SKU-8-WH-01,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-01,914,78,2026-03-08,SUP-C3
SKU-1-WH-04,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",1,WH-04,682,118,2026-03-29,SUP-E5
SKU-20-WH-02,DANVOUY Womens T Shirt Casual Cotton Short,20,WH-02,289,149,2026-03-08,SUP-F6
SKU-19-WH-04,Opna Women's Short Sleeve Moisture,19,WH-04,611,32,2026-02-28,SUP-B2
SKU-12-WH-01,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,12,WH-01,413,74,2026-02-28,SUP-F6
SKU-3-WH-04,Mens Cotton Jacket,3,WH-04,437,59,2026-03-23,SUP-A1
SKU-19-WH-05,Opna Women's Short Sleeve Moisture,19,WH-05,822,15,2026-03-23,SUP-E5
SKU-2-WH-01,Mens Casual Premium Slim Fit T-Shirts ,2,WH-01,196,102,2026-03-16,SUP-B2
SKU-1-WH-02,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",1,WH-02,275,125,2026-03-18,SUP-D4
SKU-15-WH-01,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,15,WH-01,768,140,2026-03-08,SUP-B2
SKU-7-WH-04,White Gold Plated Princess,7,WH-04,405,59,2026-03-22,SUP-A1
SKU-15-WH-04,BIYLACLESEN Women's 3-in-1 Snowboard Jacket Winter Coats,15,WH-04,868,126,2026-03-08,SUP-D4
SKU-14-WH-01,Samsung 49-Inch CHG90 144Hz Curved Gaming Monitor (LC49HG90DMNXZA) – Super Ultrawide Screen QLED ,14,WH-01,274,75,2026-03-29,SUP-C3
SKU-6-WH-04,Solid Gold Petite Micropave ,6,WH-04,919,79,2026-03-05,SUP-B2
SKU-18-WH-01,MBJ Women's Solid Short Sleeve Boat Neck V ,18,WH-01,672,134,2026-03-13,SUP-F6
SKU-13-WH-05,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,13,WH-05,993,50,2026-03-09,SUP-F6
SKU-8-WH-02,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-02,494,46,2026-03-24,SUP-D4
SKU-3-WH-03,Mens Cotton Jacket,3,WH-03,187,121,2026-03-13,SUP-F6
SKU-12-WH-05,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,12,WH-05,357,53,2026-03-11,SUP-D4
SKU-5-WH-04,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,5,WH-04,752,88,2026-03-07,SUP-B2
SKU-9-WH-02,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,9,WH-02,831,142,2026-03-11,SUP-E5
SKU-1-WH-03,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",1,WH-03,-112,80,2026-03-04,SUP-C3
SKU-13-WH-04,Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin,13,WH-04,430,61,2026-03-28,SUP-F6
SKU-5-WH-05,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,5,WH-05,287,116,2026-03-05,SUP-F6
SKU-10-WH-04,SanDisk SSD PLUS 1TB Internal SSD - SATA III 6 Gb/s,10,WH-04,472,84,2026-02-28,SUP-D4
SKU-9-WH-02,WD 2TB Elements Portable External Hard Drive - USB 3.0 ,9,WH-02,364,32,2026-03-24,SUP-E5
SKU-8-WH-05,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-05,882,100,2026-03-18,SUP-B2
SKU-18-WH-01,MBJ Women's Solid Short Sleeve Boat Neck V ,18,WH-01,557,110,2026-03-07,SUP-E5
SKU-1-WH-05,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",1,WH-05,16,132,2026-03-16,SUP-C3
SKU-16-WH-04,Lock and Love Women's Removable Hooded Faux Leather Moto Biker Jacket,16,WH-04,-638,55,2026-03-29,SUP-D4
SKU-7-WH-03,White Gold Plated Princess,7,WH-03,913,26,2026-03-08,SUP-A1
SKU-12-WH-03,WD 4TB Gaming Drive Works with Playstation 4 Portable External Hard Drive,12,WH-03,-236,144,2026-03-10,SUP-A1
SKU-7-WH-05,White Gold Plated Princess,7,WH-05,190,110,2026-03-07,SUP-A1
SKU-7-WH-02,White Gold Plated Princess,7,WH-02,193,128,2026-03-26,SUP-B2
SKU-1-WH-01,"Fjallraven - Foldsack No. 1 Backpack, Fits 15 Laptops",1,WH-01,445,48,2026-03-08,SUP-C3
SKU-4-WH-05,Mens Casual Slim Fit,4,WH-05,622,23,2026-03-28,SUP-C3
SKU-20-WH-01,DANVOUY Womens T Shirt Casual Cotton Short,20,WH-01,207,101,2026-03-25,SUP-F6
SKU-3-WH-04,Mens Cotton Jacket,3,WH-04,432,59,2026-03-23,SUP-A1
SKU-6-WH-05,Solid Gold Petite Micropave ,6,WH-05,892,87,2026-03-02,SUP-E5
SKU-8-WH-03,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-03,649,33,2026-03-05,SUP-A1
SKU-5-WH-03,John Hardy Women's Legends Naga Gold & Silver Dragon Station Chain Bracelet,5,WH-03,285,67,2026-03-03,SUP-C3
SKU-8-WH-03,Pierced Owl Rose Gold Plated Stainless Steel Double,8,WH-03,626,37,2026-03-26,SUP-F6
SKU-20-WH-04,DANVOUY Womens T Shirt Casual Cotton Short,20,WH-04,632,48,2026-03-27,SUP-D4
SKU-2-WH-04,Mens Casual Premium Slim Fit T-Shirts ,2,WH-04,503,21,2026-03-05,SUP-E5
